,vintage,age,gender,dependents,occupation,city,customer_nw_category,branch_code,current_balance,previous_month_end_balance,average_monthly_balance_prevQ,average_monthly_balance_prevQ2,current_month_credit,previous_month_credit,current_month_debit,previous_month_debit,current_month_balance,previous_month_balance,churn,last_transaction
3653,2217,36,Female,0.0,self_employed,442.0,3,1006,4335.8,4335.8,1570.82,49.77,0.1,4285.81,0.1,0.1,4335.8,326.58,0,2019-12-01
3654,1813,42,Male,3.0,self_employed,1096.0,2,1562,3239.46,3624.84,3855.39,4903.19,0.54,1.26,600.2,839.9,3344.28,3754.62,0,2019-12-01
3655,2373,68,Male,0.0,retired,996.0,1,35,3643.31,4427.12,2564.25,1077.74,984.87,1038.17,1732.27,998.39,3365.29,2580.29,0,2019-12-31
3657,2071,62,Female,0.0,self_employed,1096.0,1,32,2046.94,2046.94,1929.86,1840.03,0.43,181.89,0.43,18.57,2046.94,2007.21,0,2019-11-06
3658,2199,72,Male,0.0,retired,1096.0,2,328,293.58,293.58,1828.12,8198.84,0.41,0.41,0.41,0.41,293.58,294.16,1,2019-09-27
3659,2359,27,Female,0.0,salaried,334.0,2,141,7731.22,8321.1,7579.88,5171.95,13.37,1166.23,163.37,377.09,8348.52,7951.31,0,2019-12-11
3660,1948,46,Male,0.0,self_employed,1020.0,2,114,2168.37,2168.37,2352.44,9691.35,0.09,0.09,0.09,0.09,2168.37,2168.37,0,2019-02-12
3661,2032,72,Male,0.0,retired,1096.0,2,129,2833.0,5066.38,4996.85,5211.91,1052.79,0.46,3286.17,143.31,4581.28,5200.02,1,2019-12-06
3662,2288,58,Male,0.0,self_employed,1020.0,2,180,896.82,2182.54,2329.75,1686.17,857.23,714.37,2142.94,1142.94,2345.1,2233.23,0,2019-12-24
3663,2016,50,Male,1.0,self_employed,1232.0,2,52,3611.2,3742.54,3681.62,5004.69,98.81,1204.03,1165.54,1505.98,4061.02,3813.18,0,2019-12-26
3664,2152,36,Male,0.0,self_employed,1436.0,3,1125,241.76,329.76,1926.78,2560.68,0.57,0.57,1717.14,1714.86,787.94,1657.31,0,2019-09-06
3667,2368,44,Male,0.0,salaried,745.0,2,298,3827.2,3827.2,3827.2,3803.33,0.44,0.44,0.44,0.44,3827.2,3827.2,0,2019-01-29
3668,2249,33,Male,1.0,self_employed,60.0,3,595,352.57,4172.72,3793.35,3165.25,1521.11,1637.59,486.29,1109.67,3445.02,3611.7,1,2019-12-20
3670,2175,29,Male,0.0,salaried,530.0,2,2291,5546.82,5615.51,5502.98,5108.85,0.4,0.4,71.83,336.11,5550.9,5217.2,0,2019-11-01
3672,1998,72,Male,0.0,retired,44.0,2,503,3077.54,3290.11,3467.47,3376.13,38.96,894.06,250.36,1191.51,3115.61,3715.86,0,2019-12-27
3673,2272,71,Male,4.0,self_employed,928.0,2,2983,3869.34,3869.34,3867.77,4397.84,0.26,0.26,0.26,0.26,3869.34,3868.19,0,2019-10-06
3676,2149,44,Male,0.0,self_employed,718.0,3,188,4748.65,5462.94,6491.84,14800.64,0.27,0.27,714.56,2962.84,5315.15,5910.33,0,2019-09-25
3677,2157,34,Male,0.0,self_employed,649.0,3,348,1822.86,1801.43,1781.79,1882.25,714.36,714.36,692.93,692.93,1802.41,1861.34,0,2019-12-18
3678,2254,54,Female,0.0,self_employed,1525.0,3,194,1791.45,1791.45,1791.45,1773.57,0.2,0.2,0.2,0.2,1791.45,1791.45,0,NaT
3679,2170,67,Male,0.0,retired,318.0,3,1314,2058.41,1904.24,2397.18,2148.46,72.04,1.1,508.76,956.75,2186.81,2387.85,0,2019-12-20
3681,2295,41,Female,0.0,self_employed,1232.0,3,1796,1899.32,1802.83,1545.68,863.74,136.07,614.39,39.59,14.96,1882.45,1541.08,0,2019-12-11
3683,2229,45,Male,0.0,self_employed,675.0,3,867,2711.33,2711.33,2730.16,2666.96,0.16,0.16,0.16,0.16,2711.33,2711.33,0,2019-08-21
3684,2205,74,Male,0.0,self_employed,1613.0,2,568,4312.65,6420.08,5666.79,1833.05,241.07,219.21,0.64,0.64,4285.66,5962.02,0,2019-12-07
3685,2192,44,Male,0.0,self_employed,1314.0,3,1059,4896.54,4896.54,4896.54,4865.52,0.21,0.21,0.21,0.21,4896.54,4896.54,0,2019-09-25
3686,2271,90,Male,0.0,self_employed,409.0,1,158,1032.4,1030.78,2709.15,5211.47,1.87,0.24,0.24,357.39,1031.34,1353.36,1,2019-12-22
3687,2118,28,Male,0.0,self_employed,995.0,2,1318,6037.24,6037.24,6037.24,5997.53,0.5,0.5,0.5,0.5,6037.24,6037.24,1,NaT
3693,2419,33,Female,0.0,salaried,334.0,1,17,5117.72,5744.07,6392.01,11787.07,517.21,1010.35,1641.5,2990.3,5460.55,6317.15,0,2019-12-28
3697,2214,61,Male,0.0,self_employed,1301.0,2,692,4450.38,4450.38,4450.38,4421.84,0.31,0.31,0.31,0.31,4450.38,4450.38,0,2019-03-21
3698,2248,41,Female,0.0,self_employed,334.0,2,1216,271.0,6342.43,1560.8,757.73,0.49,0.49,13929.06,1616.31,2310.41,1497.85,1,NaT
3699,2033,79,Female,0.0,retired,1150.0,2,1395,1298.67,1163.69,1772.02,2173.32,166.76,166.93,0.14,1440.17,1207.35,1686.86,0,2019-12-22
3704,2396,90,Female,0.0,self_employed,1111.0,3,1223,2110.88,2110.88,2110.88,2097.51,0.5,0.5,0.5,0.5,2110.88,2110.88,1,NaT
3706,2342,37,Male,0.0,salaried,1294.0,3,87,1938.36,1969.34,1965.2,3579.35,0.14,0.14,38.26,0.14,1956.93,1969.34,0,NaT
3707,1617,72,Male,0.0,retired,1020.0,3,15,2773.94,2852.15,2671.91,2109.48,610.6,30.1,0.46,0.46,2476.61,2872.49,0,2019-12-19
3709,2138,44,Female,2.0,self_employed,1020.0,2,209,150.29,862.82,2377.82,1067.66,0.27,0.27,714.56,7857.41,753.43,2637.01,1,2019-09-03
3710,2420,25,Male,0.0,salaried,1020.0,3,1799,3493.14,3072.82,3312.57,2926.24,564.0,2857.19,106.95,1166.61,3517.48,3301.1,0,2019-12-05
3712,2275,56,Female,0.0,self_employed,1111.0,3,27,1514.85,1514.85,1560.47,1644.8,0.56,0.56,0.56,29.11,1514.85,1520.38,0,2019-10-19
3713,2357,69,Male,3.0,retired,485.0,3,4004,1658.43,1587.0,1591.29,1283.37,250.99,185.72,0.01,0.01,1669.34,1584.71,0,2019-12-25
3715,2228,31,Female,0.0,self_employed,1173.0,3,1244,5103.11,4976.18,5005.34,4879.83,0.49,0.49,0.49,0.49,5097.78,4971.57,0,NaT
3716,2439,70,Male,0.0,self_employed,1643.0,2,210,4125.44,4268.3,3164.69,1451.35,0.7,0.7,143.56,224.57,4130.37,3167.41,0,2019-10-18
3717,2341,30,Male,0.0,self_employed,1648.0,3,154,2414.62,2414.62,2327.53,1930.84,0.1,2177.91,0.1,1714.39,2414.62,2616.88,0,2019-11-13
3720,2226,23,Male,0.0,student,1256.0,2,1454,1686.61,2052.49,2171.2,3787.7,0.39,0.39,509.13,614.15,1785.12,2201.39,1,2019-08-30
3721,2104,41,Male,0.0,self_employed,796.0,3,964,1848.86,1770.0,1677.78,1467.43,0.3,0.3,0.3,0.3,1809.52,1652.01,0,2019-09-22
3723,2234,38,Male,0.0,salaried,1416.0,3,524,4403.86,4303.86,3856.67,3100.8,0.29,0.29,200.29,271.71,4116.66,4131.51,0,2019-05-21
3724,2320,50,Male,0.0,self_employed,235.0,2,1804,132.31,608.64,1464.25,1445.02,0.6,0.6,472.03,1915.54,298.11,1424.73,1,2019-10-20
3725,1490,90,Male,0.0,self_employed,1096.0,3,1343,2294.35,2294.35,2294.35,2279.82,0.56,0.56,0.56,0.56,2294.35,2294.35,0,NaT
3726,2329,45,Female,1.0,self_employed,409.0,1,339,1763.67,1641.16,1594.22,355.44,190.38,0.14,0.14,21.86,1661.07,1650.26,0,2019-12-28
3727,2438,54,Male,2.0,self_employed,1363.0,1,222,4425.64,5476.28,5352.09,7032.18,268.03,339.5,714.46,71.6,5092.72,5466.57,0,2019-12-05
3729,2302,35,Male,0.0,self_employed,1022.0,3,577,7995.26,8352.4,8325.79,11494.52,0.4,0.4,357.54,0.4,8179.99,8352.56,0,NaT
3731,2034,33,Female,0.0,salaried,1020.0,2,652,1543.35,937.0,1695.99,1920.22,121.89,0.46,482.6,1986.63,1713.26,1495.97,0,2019-12-17
3733,2170,47,Male,0.0,salaried,334.0,1,390,2940.4,7394.15,6046.29,34321.36,72.88,2700.15,4529.2,29.19,6486.29,6898.17,0,2019-12-12
3734,2431,73,Male,0.0,retired,531.0,2,563,1523.75,1380.89,1438.57,1200.25,0.24,0.24,0.24,71.67,1521.29,1385.5,0,2019-04-09
3735,2270,69,Female,0.0,self_employed,38.0,1,226,2280.37,2547.77,2001.75,1645.3,91.31,1636.36,494.5,196.24,2425.23,2312.65,0,2019-12-29
3736,2250,45,Female,0.0,self_employed,951.0,2,2713,4181.55,4195.83,3145.04,2413.56,0.33,1428.9,0.33,0.33,4190.91,3098.6,0,2019-11-26
3737,2412,57,Male,2.0,salaried,931.0,2,791,1356.24,1784.81,2280.21,5575.2,0.19,0.19,857.33,1857.33,1442.44,2203.24,0,2019-05-21
3740,2368,65,Male,0.0,retired,996.0,3,1308,6697.88,6705.02,5433.87,1854.02,0.14,10686.01,7.29,7828.71,6702.56,5414.56,0,2019-11-29
3742,2052,29,Female,0.0,salaried,491.0,3,619,3528.83,3551.43,3554.15,3549.76,0.67,0.67,0.67,0.67,3531.95,3564.79,0,NaT
3744,1899,28,Female,0.0,salaried,623.0,3,1629,3495.0,3186.43,3132.35,1192.02,0.41,0.41,0.41,0.41,3420.52,3140.35,0,2019-09-17
3747,2044,53,Male,0.0,salaried,334.0,2,24,1459.24,1396.4,1879.56,2058.06,0.23,12400.61,200.23,13137.13,1598.76,1843.36,0,2019-11-20
3748,1918,62,Male,1.0,salaried,834.0,3,515,3096.45,4934.01,2658.86,1858.36,781.73,12026.39,2561.85,8313.2,3466.49,3532.0,0,2019-12-11
3749,2158,50,Female,0.0,self_employed,1020.0,3,1685,1515.07,1557.93,1537.9,1212.23,0.67,0.67,0.67,0.67,1544.63,1585.58,1,2019-06-21
3750,2218,63,Female,0.0,salaried,1301.0,3,692,3083.67,1218.75,1645.32,2991.32,0.13,782.99,142.99,857.27,2624.49,1184.84,0,2019-11-24
3751,2154,71,Male,0.0,self_employed,1020.0,2,212,1560.82,1560.82,3798.68,15839.45,0.59,378.59,0.59,0.59,1560.82,1316.95,0,2019-11-21
3754,2399,25,Female,0.0,student,1020.0,3,544,3112.2,2148.75,2251.12,4260.04,724.6,724.43,0.41,0.41,2962.59,1891.84,0,2019-12-07
3757,2164,30,Male,0.0,self_employed,1363.0,3,2529,4833.47,4788.3,3705.84,2529.05,0.4,0.4,628.97,222.74,4710.52,3664.3,0,2019-09-17
3758,1492,50,Female,0.0,self_employed,409.0,3,1347,1521.43,1889.86,1593.18,3588.93,0.26,0.26,59.0,1537.26,1344.34,2377.02,0,2019-10-12
3761,2048,57,Female,0.0,self_employed,656.0,2,1827,6535.6,6535.6,6535.6,6498.34,0.5,0.5,0.5,0.5,6535.6,6535.6,0,2019-06-06
3764,1816,61,Male,3.0,self_employed,743.0,3,1520,6576.94,6574.61,4885.8,1757.18,0.4,4286.11,0.4,0.4,6575.74,5742.96,0,2019-11-08
3766,2260,50,Male,0.0,self_employed,623.0,2,642,1933.74,1538.24,1897.0,2510.28,400.47,0.47,7.68,562.56,1842.65,1852.86,0,2019-12-10
3769,2182,90,Male,0.0,self_employed,491.0,3,1466,331.87,296.44,4411.32,3514.32,0.1,0.1,0.1,0.1,315.89,4230.71,0,2019-10-08
3770,1879,62,Male,1.0,salaried,1589.0,2,389,907.62,1550.47,1579.27,3936.31,0.47,0.47,643.33,643.33,907.62,1612.68,1,2019-06-21
3772,1781,64,Male,1.0,salaried,394.0,2,132,3790.62,3819.19,3836.15,2554.14,0.66,0.66,0.66,0.66,3807.86,3835.32,0,2019-09-10
3773,1881,19,Female,0.0,self_employed,1232.0,2,104,1824.04,1824.04,1845.61,1377.61,0.46,0.46,0.46,0.46,1824.04,1824.04,1,2019-06-05
3774,2310,69,Male,2.0,self_employed,1534.0,2,63,4264.02,3956.87,4054.48,3850.75,0.1,14.39,285.81,0.1,4456.13,3962.4,0,2019-11-23
3775,1827,43,Male,2.0,salaried,15.0,3,1680,2014.93,1721.29,1759.53,2331.73,571.69,572.6,285.97,408.8,2119.2,1725.52,0,2019-12-05
3776,2024,24,Female,0.0,salaried,834.0,2,1231,2155.62,2327.05,2390.12,1001.25,0.31,0.31,193.17,6.73,2179.27,2332.23,0,2019-09-25
3777,2443,90,Male,0.0,self_employed,1096.0,1,26,3031.92,3031.92,3031.92,3012.72,0.21,0.21,0.21,0.21,3031.92,3031.92,0,NaT
3780,2118,53,Male,2.0,self_employed,531.0,3,422,1768.48,1928.72,1559.47,1275.83,714.59,714.59,795.19,543.46,1650.47,1680.95,0,2019-12-17
3781,2310,76,Male,0.0,retired,15.0,2,6,5096.46,6278.01,4339.13,2380.2,0.67,8299.37,1182.23,0.67,5547.67,5341.06,0,2019-11-09
3782,2291,59,Male,0.0,self_employed,283.0,2,859,6577.21,6848.0,6887.86,9084.78,0.26,14285.84,258.92,14473.56,6673.03,6948.46,0,2019-12-14
3783,2314,50,Female,0.0,salaried,1020.0,2,835,4448.35,4563.87,4828.12,4976.82,894.66,218.91,1251.09,1770.35,4144.81,5451.19,0,2019-12-20
3785,2056,51,Male,2.0,self_employed,834.0,3,23,5076.79,8562.37,6406.56,2059.3,0.37,10472.66,1565.87,431.77,7695.61,9614.48,1,2019-11-26
3786,2201,51,Male,0.0,salaried,1111.0,3,4263,3186.97,3258.4,3241.19,1843.7,0.13,0.13,71.56,0.13,3206.67,3258.4,0,2019-09-25
3788,2283,64,Male,0.0,retired,1327.0,2,161,2968.82,2914.62,2876.95,2655.7,68.93,106.99,14.73,0.44,2967.91,2874.98,0,2019-12-20
3789,1933,90,Male,0.0,self_employed,1042.0,3,1853,5849.38,5782.52,5767.89,5546.25,67.28,65.59,0.41,0.41,5833.24,5767.8,0,2019-12-10
3792,2418,37,Male,1.0,salaried,834.0,3,106,3252.29,3642.16,4165.13,6734.29,72.06,257.77,3176.34,1941.66,3522.4,4012.3,0,2019-12-08
3794,2328,32,Female,0.0,self_employed,1154.0,3,1419,569.94,1476.63,1667.09,858.04,571.53,599.12,7192.5,30.7,2505.94,1290.72,1,2019-12-04
3796,2384,48,Male,0.0,self_employed,1020.0,2,459,1855.51,1855.51,1855.51,1844.73,0.01,0.01,0.01,0.01,1855.51,1855.51,0,NaT
3802,2066,39,Male,2.0,self_employed,1551.0,3,445,1.97,15.63,1452.12,4852.66,868.77,1071.63,883.23,2897.18,218.81,929.44,1,2019-12-26
3803,2133,71,Female,0.0,self_employed,1525.0,2,276,2821.93,2536.24,3003.27,11076.82,357.73,0.59,305.2,299.79,2869.24,2528.09,0,2019-12-03
3807,2127,38,Male,1.0,salaried,678.0,3,2610,2430.26,1636.17,2099.37,2684.75,1328.91,1000.34,1049.11,1428.91,2193.99,2106.34,0,2019-12-25
3809,2149,35,Male,0.0,self_employed,235.0,2,733,2407.12,2285.48,2416.88,2528.32,142.96,714.39,0.1,2142.96,2319.77,2270.89,0,2019-12-24
3810,2034,24,Female,0.0,student,1020.0,1,19,6203.15,5916.34,5864.36,4825.83,285.81,328.67,0.1,0.1,6167.12,5850.86,0,2019-12-07
3813,2000,31,Female,1.0,self_employed,1085.0,3,135,1699.79,1698.58,1696.76,1684.23,0.24,0.24,0.24,0.24,1699.1,1695.74,0,2019-03-02
3815,2210,60,Female,0.0,self_employed,696.0,3,753,2432.38,2146.66,2410.77,2772.39,285.81,328.67,0.1,452.12,2284.59,2333.16,0,2019-12-18
3816,1815,58,Male,0.0,self_employed,1096.0,1,92,5721.85,5925.98,5882.61,17192.33,0.54,0.54,0.54,0.54,5827.44,5924.78,0,2019-08-08
3817,2238,35,Male,0.0,self_employed,485.0,2,1514,4996.74,5311.46,5144.77,5666.42,142.9,413.23,0.04,0.04,4972.18,5110.61,0,2019-12-24
3820,2111,29,Female,0.0,self_employed,1215.0,2,37,1765.24,1765.24,1903.49,2181.82,0.53,0.53,0.53,0.53,1765.24,1765.24,0,2019-03-07
3821,2335,35,Female,0.0,self_employed,1598.0,3,1465,1829.4,1829.4,1829.4,1630.87,0.66,0.66,0.66,0.66,1829.4,1829.4,0,NaT
3823,2426,32,Male,3.0,salaried,180.0,2,187,3194.91,4704.05,4404.69,4506.99,0.37,286.09,1942.51,212.24,3998.71,4708.19,0,2019-11-06
3825,2423,22,Male,0.0,student,146.0,2,1753,4256.24,4756.24,5255.23,6156.2,0.33,0.33,857.47,1658.61,4426.19,5376.59,0,NaT
3826,2461,47,Male,0.0,self_employed,1020.0,1,79,3457.71,2022.26,2575.72,2446.28,0.33,0.33,271.76,136.36,3467.8,2103.43,1,2019-01-25
3827,2387,36,Female,0.0,self_employed,1084.0,3,1030,1688.44,1706.13,1605.04,1063.45,0.23,0.23,0.23,0.23,1737.62,1695.99,0,2019-07-20
3829,923,54,Male,0.0,self_employed,180.0,3,187,3012.39,3012.39,2929.95,2738.11,0.13,182.67,0.13,0.13,3012.39,2947.62,0,2019-11-13
3830,2366,74,Male,0.0,self_employed,575.0,2,129,5929.65,6217.68,8761.38,5543.39,293.08,7.03,12679.97,28730.3,6224.14,7164.46,1,2019-12-31
3831,1779,37,Male,0.0,self_employed,1020.0,3,227,1429.14,1429.14,1475.28,0.73,0.57,0.57,0.57,0.57,1429.14,1429.14,0,2019-10-22
3832,2208,64,Female,0.0,self_employed,1096.0,2,92,2640.55,2640.55,2227.66,615.49,0.46,407.6,0.46,407.6,2640.55,2457.62,0,2019-11-12
3833,1977,74,Female,0.0,self_employed,1589.0,2,416,3227.15,3700.89,3003.7,3325.02,0.23,1923.61,500.23,573.71,3240.53,3289.95,0,2019-11-13
3834,2260,19,Male,0.0,student,611.0,2,155,4897.52,4897.52,4596.75,4241.16,0.04,0.04,0.04,0.04,4897.52,4520.63,0,2019-10-22
3835,2119,46,Male,2.0,salaried,1636.0,2,375,2804.03,2984.14,2933.32,4504.67,18.39,0.31,1536.31,271.85,2972.99,2935.07,0,2019-12-16
3836,2325,50,Female,0.0,self_employed,834.0,3,1015,1578.82,1578.82,1578.82,1568.82,0.49,0.49,0.49,0.49,1578.82,1578.82,0,NaT
3837,2163,73,Male,0.0,self_employed,1020.0,3,19,4273.52,4580.66,4417.5,3450.91,0.54,493.4,279.11,429.11,4508.0,4445.87,0,2019-11-23
3840,2224,48,Male,0.0,self_employed,1032.0,2,3,5210.01,656.87,3781.22,10143.75,1148.12,716.23,286.23,286.23,1943.81,1131.15,0,2019-12-28
3841,2149,30,Female,0.0,self_employed,1232.0,2,437,1993.67,1082.52,1798.38,2977.03,1242.89,0.03,317.45,402.89,1450.27,1259.48,0,2019-12-19
3847,1709,55,Female,0.0,self_employed,1096.0,3,2074,2140.56,2140.56,2140.56,2127.91,0.36,0.36,0.36,0.36,2140.56,2140.56,0,NaT
3848,2346,62,Male,0.0,salaried,409.0,2,3,2624.37,2767.23,2869.2,4270.58,0.43,0.43,143.29,0.43,2737.67,2767.23,0,NaT
3850,2425,35,Male,1.0,salaried,611.0,3,155,2812.44,2793.66,3171.93,1644.03,1487.71,744.86,1786.29,1214.86,3015.35,3413.98,0,2019-12-22
3851,2421,33,Male,0.0,self_employed,1096.0,2,553,3042.18,3685.04,3391.05,3324.97,471.76,357.47,1114.61,0.33,3321.49,3523.75,0,2019-12-17
3855,1939,66,Female,0.0,self_employed,621.0,2,950,4604.22,4718.5,4772.82,5262.88,0.19,0.19,114.47,100.19,4694.37,4805.6,0,2019-04-20
3856,2334,74,Male,0.0,retired,1020.0,3,60,1881.61,1866.02,2110.24,2252.5,0.27,0.27,0.27,489.44,1884.54,2099.17,0,2019-06-30
3857,2342,59,Male,0.0,salaried,617.0,2,1410,4754.34,5119.01,5251.77,4675.56,0.97,0.3,79.93,12.83,4919.56,5256.91,0,2019-12-19
3858,2283,36,Male,2.0,salaried,1525.0,2,277,4336.23,2253.44,2959.2,4581.72,0.7,0.7,322.7,820.29,3411.74,2772.16,0,2019-05-23
3859,2410,31,Male,0.0,salaried,491.0,2,279,6313.49,5956.35,5335.47,3073.18,0.63,0.63,0.63,0.63,6264.23,5956.35,0,2019-04-07
3860,1890,57,Male,0.0,self_employed,61.0,2,115,5822.08,5893.51,5988.45,6200.71,0.69,0.69,0.69,0.69,5844.24,5914.24,0,2019-07-03
3861,1848,47,Male,0.0,salaried,146.0,2,1046,8326.28,8456.49,7636.51,5788.79,1343.3,771.87,1343.3,0.44,8367.42,8000.26,0,2019-12-17
3862,2289,52,Male,0.0,self_employed,587.0,2,954,5399.8,5542.66,4372.86,4926.52,1143.09,1328.8,1285.94,0.23,4961.38,4814.09,1,2019-12-28
3863,2260,49,Female,0.0,salaried,628.0,2,1999,3986.1,3994.81,4061.36,13526.35,0.3,0.3,0.3,0.3,3988.5,4021.52,0,2019-02-08
3865,2184,26,Male,0.0,self_employed,1096.0,2,457,5424.34,5288.62,5502.71,5283.39,142.99,142.99,0.13,428.7,5357.59,5631.94,0,2019-12-17
3870,2274,44,Male,1.0,self_employed,1096.0,2,1069,7567.46,7210.32,7284.21,7159.51,357.5,0.36,0.36,0.36,7431.99,7210.32,0,2019-12-14
3871,2000,90,Male,0.0,self_employed,1096.0,2,27,4882.16,4682.16,4509.22,3265.47,200.31,310.31,0.31,21.03,4778.71,4565.2,0,2019-12-18
3873,2298,43,Female,1.0,self_employed,334.0,2,493,5008.47,4865.61,4836.14,3847.31,143.44,1572.01,0.59,1564.3,4973.99,5281.48,0,2019-12-10
3875,2005,55,Female,2.0,self_employed,15.0,2,888,160.45,2277.11,1839.18,2073.1,214.77,0.49,2331.43,0.49,963.32,2277.11,0,2019-12-14
3876,1933,59,Female,0.0,self_employed,318.0,2,266,4545.34,4545.34,4557.62,4658.5,0.56,0.56,0.56,0.56,4545.34,4545.34,0,NaT
3878,2273,44,Male,2.0,salaried,1020.0,2,163,3691.19,4495.73,4567.33,4301.33,614.67,0.39,1421.81,0.39,4526.54,4498.11,0,2019-12-05
3879,2024,25,Male,0.0,student,1232.0,1,7,2214.85,2214.85,2217.31,2197.13,0.51,0.51,0.51,0.51,2214.85,2215.69,0,2019-05-16
3882,2092,48,Male,0.0,self_employed,590.0,3,375,1782.38,1782.38,1782.38,1770.47,0.47,0.47,0.47,0.47,1782.38,1782.38,0,NaT
3884,2298,40,Female,0.0,self_employed,1232.0,3,411,2784.99,3170.19,3750.87,1902.46,286.4,0.69,15921.94,1925.94,3875.95,3653.69,1,2019-12-06
3886,2312,35,Male,0.0,salaried,1096.0,2,329,5256.14,5164.27,5365.15,6164.58,0.46,32.86,59.21,518.25,5186.38,5350.87,0,2019-12-03
3887,2472,57,Male,2.0,self_employed,15.0,1,6,8304.84,6980.82,7912.83,6264.29,38.94,11818.23,794.66,10751.66,7652.13,8092.81,0,2019-12-19
3888,2372,69,Male,0.0,self_employed,1258.0,2,152,1787.31,1701.59,1445.6,1469.77,86.21,0.5,0.5,0.5,1754.8,1407.59,0,2019-12-14
3890,2281,90,Male,0.0,self_employed,15.0,2,6,443.54,445.13,2148.52,2399.45,0.41,0.41,0.41,2857.56,444.73,2841.45,1,2019-09-05
3891,2055,43,Male,0.0,salaried,1096.0,1,32,5648.3,4499.97,4967.76,3655.75,83.97,0.4,0.4,5.26,5877.33,4795.19,0,2019-12-25
3892,2271,35,Male,0.0,salaried,843.0,2,1096,4235.13,3366.51,2834.71,2445.19,992.31,1497.93,240.35,1522.98,3325.81,2771.39,0,2019-12-31
3893,1967,68,Female,0.0,self_employed,1589.0,2,33,6953.99,6952.27,7122.25,4260.49,0.24,0.24,0.24,428.81,6952.98,6984.53,0,2019-08-31
3895,769,74,Male,3.0,self_employed,146.0,3,1758,1135.27,3030.47,1706.15,1820.55,0.3,0.3,1743.24,441.12,1533.61,2795.69,0,2019-10-16
3896,2111,30,Female,0.0,self_employed,243.0,2,1252,4066.82,4066.82,4154.99,4052.82,0.09,0.09,0.09,285.8,4066.82,4188.47,0,2019-08-06
3897,2153,70,Male,0.0,retired,1020.0,2,18,6012.95,6012.95,6152.02,7534.87,0.37,0.37,0.37,0.37,6012.95,6015.32,0,NaT
3899,2219,29,Male,0.0,self_employed,905.0,3,259,3086.76,3390.53,3718.2,3614.1,916.75,0.54,1772.02,571.97,3616.51,3736.43,0,2019-12-25
3902,2057,90,Male,0.0,self_employed,834.0,1,219,1403.29,1403.29,1506.61,1653.91,0.03,0.03,0.03,0.03,1403.29,1403.29,1,2019-08-14
3903,2168,90,Male,0.0,self_employed,574.0,2,265,7090.3,6818.87,6838.74,5810.54,286.33,0.61,14.9,0.61,6878.48,6818.87,0,2019-12-25
3907,1923,70,Female,0.0,self_employed,1181.0,2,2532,2586.61,2586.61,2579.7,2606.34,0.34,0.34,0.34,0.34,2586.61,2586.61,0,2019-08-20
3908,2372,27,Female,0.0,salaried,1096.0,3,1358,5197.73,4838.51,4776.69,3869.76,0.47,19.91,1184.97,3460.38,4138.57,5429.56,0,2019-11-28
3909,1916,90,Male,0.0,self_employed,624.0,2,736,7913.96,56.82,5205.97,1166.28,0.33,0.33,82143.19,154086.04,3899.19,6354.06,0,2019-05-08
3911,1979,40,Male,0.0,self_employed,15.0,3,69,1762.15,1787.72,1893.05,1889.35,0.59,0.59,0.59,78.64,1761.01,1805.72,0,2019-09-27
3912,2090,42,Male,0.0,self_employed,1096.0,3,158,7994.18,6848.19,6968.95,4091.33,1429.03,0.46,528.76,195.33,7273.33,6856.35,0,2019-12-21
3913,1836,41,Male,0.0,salaried,1388.0,2,696,5310.04,5786.16,5682.05,5504.83,2.54,0.1,571.53,0.1,5564.85,5783.17,0,2019-12-19
3917,1739,62,Male,0.0,self_employed,834.0,3,428,5867.01,4647.48,3579.13,4209.18,354.6,6651.44,2057.77,4143.49,3901.17,4585.37,0,2019-12-26
3918,1210,38,Male,0.0,self_employed,845.0,2,897,2299.2,2299.2,2299.2,2284.64,0.37,0.37,0.37,0.37,2299.2,2299.2,0,NaT
3919,1997,37,Female,0.0,self_employed,115.0,2,379,1736.55,1737.98,1737.93,1718.56,0.49,0.49,1.91,0.49,1737.83,1737.98,0,2019-09-19
3920,2042,34,Female,0.0,salaried,1020.0,3,414,2672.08,2672.08,2940.9,3345.68,0.47,0.47,0.47,0.47,2672.08,2764.24,0,2019-07-11
3923,2157,73,Male,0.0,retired,834.0,2,712,3021.39,3049.96,3073.51,3140.75,0.7,0.7,0.7,0.7,3045.03,3072.08,0,NaT
3924,2031,27,Male,0.0,self_employed,1446.0,3,3410,7921.83,5595.07,5850.31,5531.46,0.56,0.56,0.56,0.56,6397.03,5595.07,0,2019-10-25
3925,2090,49,Male,2.0,self_employed,231.0,2,2440,2339.62,2307.24,2858.77,3079.89,1771.7,1688.99,1739.0,2418.6,2468.18,2986.59,1,2019-12-20
3926,2449,68,Male,0.0,retired,409.0,3,1067,1960.19,1596.11,1699.74,2145.25,0.7,0.7,0.7,0.7,1906.99,1596.11,0,2019-04-30
3927,1824,41,Female,0.0,salaried,1096.0,2,92,832.01,2682.48,1810.87,1213.68,0.4,0.4,116.99,1095.02,1221.03,2757.01,0,2019-10-31
3929,1486,44,Female,0.0,self_employed,891.0,2,360,5766.76,4572.25,4917.0,4708.56,1194.9,0.39,0.39,0.39,5478.43,4572.25,0,2019-12-08
3932,2332,17,Male,0.0,salaried,409.0,2,1220,1665.5,1638.96,2152.19,2397.6,0.3,15.66,688.04,777.01,1404.62,2142.21,0,2019-11-06
